"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName"
"NoError, EmulPriv, Examine";"The Lost Vikings ? 1992-93 Interplay.";"1992-93 Interplay";"whdload";"0";"The Lost Vikings";"LostVikings";"1627491";"L\LostVikings\LostVikings.Slave";"262144";"L\LostVikings";"1048576";"LostVikings";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Lothar Matthaus by Ocean/Audiogenic (c) 1993 - 2 disks.";"1993 Ocean";"whdload";"0";"Lothar Matthaus";"LotharMatthausFussball";"1814979";"L\LotharMatthausFussball\LotharMatthausFussball.Slave";"0";"L\LotharMatthausFussball";"1048576";"LotharMatthausFussball";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"Lotus Esprit Turbo Challenge ? 1990 Gremlin";"1990 Gremlin/Magnetic Fields ";"whdload";"0";"Lotus Turbo Esprit Challenge";"Lotus";"877516";"L\Lotus\Lotus.Slave";"4096";"L\Lotus";"524288";"Lotus";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError";"Lotus Turbo Challenge II ? 1991 Magnetic Fields";"1991 Magnetic Fields Ltd., Gremlin Ltd.";"whdload";"0";"Lotus Turbo Challenge II";"Lotus2";"970919";"L\Lotus2\Lotus2.Slave";"532480";"L\Lotus2";"524288";"Lotus2";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, ClearMem";"Lotus 3 by Gremlin (c) 1992 - 2 disks.";"1992 Gremlin";"whdload";"0";"Lotus 3";"Lotus3";"1972871";"L\Lotus3\lotus3.slave";"0";"L\Lotus3";"1048576";"Lotus3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Lupo Alberto ? 1991 Idea.";"1991 Idea";"whdload";"0";"Lupo Alberto";"LupoAlberto";"838358";"L\LupoAlberto\LupoAlberto.Slave";"786432";"L\LupoAlberto";"524288";"LupoAlberto";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"";"1992 Revolution Software";"whdload";"0";"Lure Of The Temptress";"LureOfTheTemptress";"3541295";"L\LureOfTheTemptress\LureOfTheTemptress.slave";"524288";"L\LureOfTheTemptress";"524288";"LureOfTheTemptress";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Luxor (c) 1988 Software Horizons Ltd/Paradox";"1988 Software Horizons Ltd/Paradox Software";"whdload";"0";"Luxor";"Luxor";"391352";"L\Luxor\Luxor.Slave";"0";"L\Luxor";"524288";"Luxor";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"M1 Tank Platoon ? 1990 Microprose.";"1990 Microprose";"whdload";"0";"M1 Tank Platoon";"M1TankPlatoon";"823460";"M\M1TankPlatoon\M1TankPlatoon.Slave";"786432";"M\M1TankPlatoon";"524288";"M1TankPlatoon";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mach 3 ? 1988 Loriciel.";"1988 Loriciel.";"whdload";"0";"Mach 3";"Mach3";"916582";"M\Mach3\Mach3.Slave";"262144";"M\Mach3";"524288";"Mach3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mad Professor Mariarti by Krisalis (c) 1990 - 1 disk.";"1990 Krisalis";"whdload";"0";"Mad Professor Mariarti";"MadProfessorMariarti";"861133";"M\MadProfessorMariarti\MadProfessorMariarti.slave";"0";"M\MadProfessorMariarti";"524288";"MadProfessorMariarti";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Mad Show ?1988 Silmarils";"1988 Silmarils";"whdload";"0";"Mad Show";"MadShow";"844987";"M\MadShow\MadShow.Slave";"262144";"M\MadShow";"524288";"MadShow";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv";"Mad Tv ? 1991 Raimbow Arts.";"1991 Rainbow Arts";"whdload";"0";"Mad TV ";"MadTV";"1815851";"M\MadTV\MadTV.Slave";"393216";"M\MadTV";"1048576";"MadTV";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Mafdet And The Book Of The Dead ? 1987 Kingsoft.";"1989 Software Horizons";"whdload";"0";"Mafdet And The Book Of The Dead";"MafdetAndTheBookOfTheDead";"365437";"M\MafdetAndTheBookOfTheDead\MafdetAndTheBookOfTheDead.slave";"262144";"M\MafdetAndTheBookOfTheDead";"524288";"MafdetAndTheBookOfTheDead";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Magic Boy by Blue Turtle (c) 1993 - 1 disk.";"1993 Blue Turtle";"whdload";"0";"Magic Boy";"MagicBoy";"370334";"M\MagicBoy\MagicBoy.slave";"0";"M\MagicBoy";"524288";"MagicBoy";"OCS/ECS";"";"";"";"";"";"A-Games"
"EmulPriv, ClearMem, Examine";"";"1990 Electronic Arts";"whdload";"0";"Magic Fly";"MagicFly512KB";"707852";"M\MagicFly512KB\MagicFly512KB.Slave";"786432";"M\MagicFly512KB";"524288";"MagicFly";"OCS/ECS";"";"512KB";"";"";"";"A-Games"
"NoError, EmulTrap";"Magician by Loriciel (c) 1990 - 1 disk.";"1990 Loriciel";"whdload";"0";"Magician";"Magician";"910334";"M\Magician\Magician.Slave";"0";"M\Magician";"524288";"Magician";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Magic Johnson's Basketball ? 1989 Melbourne House.";"1989 Melbourne House";"whdload";"0";"Magic Johnson";"MagicJohnsonsBasketball";"788885";"M\MagicJohnsonsBasketball\MagicJohnsonsBasketball.Slave";"786432";"M\MagicJohnsonsBasketball";"524288";"MagicJohnsonsBasketball";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Magicland Dizzy by Code Masters (c) 1992 - 1 disk.";"1992 Code Masters";"whdload";"0";"Magicland Dizzy";"MagiclandDizzy";"574692";"M\MagiclandDizzy\MagiclandDizzy.Slave";"524288";"M\MagiclandDizzy";"524288";"MagiclandDizzy";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Magic Lines (c) 1990 Thalion - 1 disk.";"1990 Thalion";"whdload";"0";"Magic Lines";"MagicLines";"412306";"M\MagicLines\MagicLines.Slave";"4096";"M\MagicLines";"524288";"MagicLines";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Magic Marble ? 1989 Sphinx .";"1989 Sphinx";"whdload";"0";"Magic Marble";"MagicMarble";"970424";"M\MagicMarble\MagicMarble.Slave";"262144";"M\MagicMarble";"524288";"MagicMarble";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Magic Pockets ? 1991 Renegade.";"1991 The Bitmap Brothers";"whdload";"0";"Magic Pockets";"MagicPockets";"954304";"M\MagicPockets\MagicPockets.Slave";"0";"M\MagicPockets";"524288";"MagicPockets";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Magnatron ? BSP Design.";"BSP Design";"whdload";"0";"Magnatron";"Magnatron";"792069";"M\Magnatron\Magnatron.Slave";"0";"M\Magnatron";"524288";"Magnatron";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Major Motion (c) 1988 Microdeal - 1 disk.";"1988 Microdeal";"whdload";"0";"Major Motion";"MajorMotion";"317039";"M\MajorMotion\MajorMotion.Slave";"327680";"M\MajorMotion";"524288";"MajorMotion";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Manchester United ? 1990 Krisalis.";"1990 Krisalis";"whdload";"0";"Manchester United";"ManchesterUnited";"1823736";"M\ManchesterUnited\ManchesterUnited.Slave";"0";"M\ManchesterUnited";"524288";"ManchesterUnited";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Manchester United Europe ? 1991 Krisalis.";"1991 Krisalis";"whdload";"0";"Manchester United Europe";"ManchesterUnitedEurope20";"905935";"M\ManchesterUnitedEurope20\ManchesterUnitedEurope20.Slave";"524288";"M\ManchesterUnitedEurope20";"524288";"ManchesterUnitedEurope20";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Manchester United Europe ? 1991 Krisalis.";"1991 Krisalis";"whdload";"0";"Manchester United Europe";"ManchesterUnitedEurope21";"905935";"M\ManchesterUnitedEurope21\ManchesterUnitedEurope21.Slave";"524288";"M\ManchesterUnitedEurope21";"524288";"ManchesterUnitedEurope21";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Manchester United Europe ? 1991 Krisalis.";"1991 Krisalis";"whdload";"0";"Manchester United Europe";"ManchesterUnitedEurope23";"905935";"M\ManchesterUnitedEurope23\ManchesterUnitedEurope23.Slave";"524288";"M\ManchesterUnitedEurope23";"524288";"ManchesterUnitedEurope23";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Manchester United Premier League Champions";"1994 Krisalis";"whdload";"0";"Manchester United Premier League Champions";"ManchesterUnitedPLC";"2730852";"M\ManchesterUnitedPLC\ManchesterUnitedPLC.slave";"524288";"M\ManchesterUnitedPLC";"524288";"ManchesterUnitedPLC";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Manchester United: The Double ? 1995 Krisalis.";"1995 Krisalis";"whdload";"0";"Manchester United: The Double";"ManchesterUnitedTheDouble";"3620244";"M\ManchesterUnitedTheDouble\ManchesterUnitedTheDouble.slave";"1048576";"M\ManchesterUnitedTheDouble";"524288";"ManchesterUnitedTheDouble";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Manchester United Premier League Champions";"1994 Krisalis";"whdload";"0";"Manchester United Premier League Champions";"ManchesterUtdPLC&Data";"3632022";"M\ManchesterUtdPLC&Data\ManchesterUtdPLC&Data.slave";"524288";"M\ManchesterUtdPLC&Data";"524288";"ManchesterUtdPLC";"OCS/ECS";"";"";"";"";"Data";"A-Games"
"NoError, EmulTrap";"Man from the Council (c) 1987 Pumpkinsoft/Tynesoft -";"1987 Pumpkinsoft/Tynesoft";"whdload";"0";"Man From The Council";"ManFromTheCouncil";"402313";"M\ManFromTheCouncil\ManFromTheCouncil.Slave";"0";"M\ManFromTheCouncil";"524288";"ManFromTheCouncil";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Manhattan Dealers    ? 1988 Silmarils/Broderbund.";"1988-89 Silmarils/Broderbund";"whdload";"0";"Manhattan dealers / Operation: Clean Streets";"ManhattanDealers";"734753";"M\ManhattanDealers\ManhattanDealers.Slave";"262144";"M\ManhattanDealers";"524288";"ManhattanDealers";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Manhunter ? 1988 Sierra.";"1988-1989 Sierra";"whdload";"0";"ManHunter: New York";"Manhunter";"1259167";"M\Manhunter\Manhunter.slave";"262144";"M\Manhunter";"524288";"Manhunter";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Manhunter 2 : San Francisco ? 1990 Sierra.";"1988-1989 Sierra";"whdload";"0";"ManHunter 2: San Francisco";"Manhunter2";"1371343";"M\Manhunter2\Manhunter2.slave";"524288";"M\Manhunter2";"524288";"Manhunter2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Maniac Mansion ? 1989 Lucasfilm";"1989 Lucasfilm";"whdload";"0";"Maniac Mansion";"ManiacMansion";"1052546";"M\ManiacMansion\ManiacMansion.slave";"589824";"M\ManiacMansion";"524288";"ManiacMansion";"OCS/ECS";"";"";"";"";"";"A-Games"
"EmulPriv, Examine";"Maniax ? 1989 Kingsoft.";"1990 Kingsoft";"whdload";"0";"Maniax";"Maniax";"489344";"M\Maniax\maniax.slave";"524288";"M\Maniax";"524288";"Maniax";"OCS/ECS";"";"";"";"";"";"A-Games"
"EmulTrap, ClearMem";"";"1983/1991 Software Projects";"whdload";"0";"Manic Miner";"ManicMiner";"761550";"M\ManicMiner\ManicMiner.slave";"0";"M\ManicMiner";"524288";"ManicMiner";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Manix by Millenium (c) 1990 - 1 disk.";"1990 Millennium";"whdload";"0";"Manix";"Manix";"912206";"M\Manix\Manix.Slave";"0";"M\Manix";"524288";"Manix";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Marble Madness ? 1985 Electronic Arts.";"1984-1986 Atari Games & Electronic Arts";"whdload";"0";"Marble Madness";"MarbleMadness";"796906";"M\MarbleMadness\MarbleMadness.slave";"524288";"M\MarbleMadness";"524288";"MarbleMadness";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Maria's XMas Box ? 1988 Anco";"1988 Anco";"whdload";"0";"Maria";"MariasXmasBox";"702479";"M\MariasXmasBox\MariasXmasBox.Slave";"262144";"M\MariasXmasBox";"524288";"MariasXmasBox";"OCS/ECS";"";"";"";"";"";"A-Games"
"Req68020, ReqAGA, EmulPriv, ClearMem, Examine";"";"1994 21st Century Entertainment";"whdload";"0";"Marvin";"MarvinsMarvellousAdvAGA";"3197650";"M\MarvinsMarvellousAdvAGA\MarvinsMarvellousAdvAGA.Slave";"524288";"M\MarvinsMarvellousAdvAGA";"2097152";"MarvinsMarvellousAdv";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ReqAGA, ClearMem";"";"1994 Epic";"whdload";"0";"Master Axe";"MasterAxe";"2436852";"M\MasterAxe\MasterAxe.slave";"0";"M\MasterAxe";"2097152";"MasterAxe";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Master Blaster ? 1994-95 neXus Software.";"1994-95 neXus Software.";"whdload";"0";"Master Blaster v2.2 & v2.21";"MasterBlaster";"553335";"M\MasterBlaster\MasterBlaster.Slave";"262144";"M\MasterBlaster";"1048576";"MasterBlaster";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Masterblazer (c) 1990 Rainbow Arts.";"";"whdload";"0";"";"Masterblazer";"1025492";"M\Masterblazer\Masterblazer.slave";"";"M\Masterblazer";"524288";"Masterblazer";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Match of the Day by Zeppelin (c) 1992 - 2 disks.";"1992 Zeppelin";"whdload";"0";"Match of the Day";"MatchOfTheDay";"1816120";"M\MatchOfTheDay\MatchOfTheDay.Slave";"0";"M\MatchOfTheDay";"1048576";"MatchOfTheDay";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"MatrixMarauders";"827038";"M\MatrixMarauders\MatrixMarauders.slave";"";"M\MatrixMarauders";"524288";"MatrixMarauders";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Maupiti Island ? 1990 Lankhor.";"1990 Lankhor ";"whdload";"0";"Maupiti Island";"MaupitiIsland";"1600092";"M\MaupitiIsland\MaupitiIsland.Slave";"524288";"M\MaupitiIsland";"589824";"MaupitiIsland";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, EmulPriv, ClearMem, Examine";"Max Rally ? 1998 Fortress";"1998 Fortress";"whdload";"0";"Max Rally";"MaxRally";"1369494";"M\MaxRally\MaxRally.Slave";"1179648";"M\MaxRally";"1572864";"MaxRally";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Maya by Silmarils (c) 1989 - 1 disk.";"1990 Silmarils";"whdload";"0";"Maya (Le fetiche) (Without fast memory)";"Maya";"886865";"M\Maya\Maya.Slave";"262144";"M\Maya";"589824";"Maya";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Mayday Squad by TyneSoft (c) 19??.";"19?? TyneSoft";"whdload";"0";"Mayday Squad";"MaydaySquadHeroes";"954264";"M\MaydaySquadHeroes\MaydaySquadHeroes.Slave";"0";"M\MaydaySquadHeroes";"524288";"MaydaySquadHeroes";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"McDonald Land ? 1993 Virgin.";"1992 Virgin";"whdload";"0";"McDonald Land";"McDonaldLand";"847925";"M\McDonaldLand\McDonaldLand.Slave";"4096";"M\McDonaldLand";"524288";"McDonaldLand";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mean Arenas by ICE (c) 1994, 2 disks or 1 CD-ROM.";"1994 ICE";"whdload";"0";"Mean Arenas";"MeanArenas";"1852017";"M\MeanArenas\MeanArenas.slave";"0";"M\MeanArenas";"1048576";"MeanArenas";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mean Machine by Code Masters/Optimus (c) 1991 - 1 disk.";"1991 Code Masters";"whdload";"0";"Mean Machine";"MeanMachine";"205491";"M\MeanMachine\MeanMachine.slave";"0";"M\MeanMachine";"524288";"MeanMachine";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Mean Streets by US Gold (c) 1990 - 2 disks.";"1990 US Gold";"whdload";"0";"Mean Streets";"MeanStreets";"1629889";"M\MeanStreets\MeanStreets.slave";"0";"M\MeanStreets";"524288";"MeanStreets";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"MegaBall ? 1995 Ed Mackey.";"1995 Ed Mackey";"whdload";"0";"MegaBall AGA";"MegaBallAGA";"2181594";"M\MegaBallAGA\MegaBallAGA.slave";"1048576";"M\MegaBallAGA";"1048576";"MegaBall";"AGA";"";"";"";"";"";"A-Games"
"NoError";"Mego lo Mania (C) 1991 Mirrorsoft, Sensible";"1991 Mirrorsoft, Sensible Software";"whdload";"1024";"Mega-lo-Mania";"MegaLoMania";"1738882";"M\MegaLoMania\MegaLoMania.Slave";"57344";"M\MegaLoMania";"602112";"MegaLoMania";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, EmulPriv";"the game Mega Motion ? 1992-94 Extend Design/Black";"1992-94 Extend Design/Black Legend";"whdload";"0";"Mega Motion";"MegaMotion";"909462";"M\MegaMotion\MegaMotion.slave";"262144";"M\MegaMotion";"720896";"MegaMotion";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Mega Phoenix ? 1990 Dinamic.";"1990 Dinamic";"whdload";"0";"Mega Phoenix";"MegaPhoenix";"706370";"M\MegaPhoenix\MegaPhoenix.Slave";"0";"M\MegaPhoenix";"1048576";"MegaPhoenix";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Mega Twins ? 1991 US Gold/SEGA.";"1991 Capcom/US Gold";"whdload";"0";"Mega Twins";"MegaTwins";"1649464";"M\MegaTwins\MegaTwins.slave";"0";"M\MegaTwins";"524288";"MegaTwins";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mega-Typhoon ? 1996 Bernhardt Braun / Nordlicht Edv.";"1996 Bernhard Braun / Nordlicht Edv";"whdload";"0";"Mega-Typhoon";"MegaTyphoon";"789209";"M\MegaTyphoon\MegaTyphoon.slave";"458752";"M\MegaTyphoon";"1048576";"MegaTyphoon";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Menace by Psygnosis/DMA Design (c) 1988 - 1 disk.";"1988 Psygnosis";"whdload";"0";"Menace";"Menace";"1007246";"M\Menace\Menace.Slave";"4096";"M\Menace";"524288";"Menace";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Mental Image Game Disk II from";"1989 Mental Image";"whdload";"0";"Mental Image Game Disk II";"MentalImage2";"911002";"M\MentalImage2\MentalImage2.slave";"0";"M\MentalImage2";"1048576";"Mental";"OCS/ECS";"";"";"";"Image2";"";"A-Games"
"Disk, NoError";"Mercenary ? 1986 Novagen.";"1986 Novagen";"whdload";"0";"Mercenary";"Mercenary";"374703";"M\Mercenary\Mercenary.slave";"0";"M\Mercenary";"524288";"Mercenary";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Mercenary 3 ? 1991 Novagen.";"1991 Novagen";"whdload";"0";"Mercenary 3 - The Dion Crisis";"Mercenary3";"531630";"M\Mercenary3\Mercenary3.Slave";"0";"M\Mercenary3";"524288";"Mercenary3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Mercs ? 1991 Tiertex/US Gold.";"1991 Tiertex";"whdload";"0";"Mercs";"Mercs";"803989";"M\Mercs\Mercs.Slave";"0";"M\Mercs";"524288";"Mercs";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Merv the Merciless ? 1989 Probe Software Ltd.";"1989 Probe Software Ltd";"whdload";"0";"-+ Merv the Merciless +-";"MervTheMerciless";"311013";"M\MervTheMerciless\MervTheMerciless.slave";"0";"M\MervTheMerciless";"524288";"MervTheMerciless";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Metal Law (c) 1992 New Bits on the Ram.";"";"whdload";"0";"";"MetalLaw";"625335";"M\MetalLaw\MetalLaw.slave";"";"M\MetalLaw";"524288";"MetalLaw";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Metal Masters ? 1990 Incal Product/Infogrames.";"1990 Incal Product/Infogrames";"whdload";"0";"Metal Masters";"MetalMasters";"1832201";"M\MetalMasters\MetalMasters.Slave";"262144";"M\MetalMasters";"524288";"MetalMasters";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Metal Masters ? 1990 Incal Product/Infogrames.";"1990 Incal Product/Infogrames";"whdload";"0";"Metal Masters Intro";"MetalMasters";"1832201";"M\MetalMasters\MetalMastersIntro.Slave";"262144";"M\MetalMasters";"524288";"MetalMasters";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Metal Mutant by Silmarils (c) 1991 - 1 disk.";"1991 Silmarils";"whdload";"0";"Metal Mutant ";"MetalMutant";"610872";"M\MetalMutant\MetalMutant.slave";"262144";"M\MetalMutant";"589824";"MetalMutant";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Metal Warrior ? 1993/2004 Cadaver.";"1994 Cadaver";"whdload";"0";"Metal Warrior";"MetalWarrior";"336374";"M\MetalWarrior\MetalWarrior.Slave";"786432";"M\MetalWarrior";"524288";"MetalWarrior";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"MF Tanks (c) 1994 Magnetic Fields - 1 disk.";"1994 Magnetic Fields";"whdload";"0";"MF Tanks";"MFTanks";"115277";"M\MFTanks\MFTanks.Slave";"0";"M\MFTanks";"524288";"MFTanks";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Miami Chase by Code Masters/Team 17 (c) 1990 - 2 disks.";"1990 Team 7";"whdload";"0";"Miami Chase";"MiamiChase";"1814731";"M\MiamiChase\MiamiChase.Slave";"0";"M\MiamiChase";"524288";"MiamiChase";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mickey Mouse (c) 1988 Gremlin - 1 disk.";"1988 Gremlin";"whdload";"0";"Mickey Mouse";"MickeyMouseComputerGame";"739035";"M\MickeyMouseComputerGame\MickeyMouseComputerGame.Slave";"4096";"M\MickeyMouseComputerGame";"524288";"MickeyMouseComputerGame";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mickey ABC ? 1992 Disney software/DSI/Infogrames.";"1992 Disney Software/D.S.I./Infogrames.";"whdload";"0";"Mickey ABC";"MickeysABCs";"1108341";"M\MickeysABCs\MickeysABCs.Slave";"786432";"M\MickeysABCs";"524288";"MickeysABCs";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mickey's Jigsaw puzzles ? 1991 Disney Software/Novatrade.";"1991 Disney Software/E.S.S/Novatrade/Infogrames.";"whdload";"0";"Mickey";"MickeysJigsawPuzzles";"1070038";"M\MickeysJigsawPuzzles\MickeysJigsawPuzzles.Slave";"262144";"M\MickeysJigsawPuzzles";"524288";"MickeysJigsawPuzzles";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mickey Jeu de m?moire ? 1993 Disney software";"1993 Disney Software/Infogrames.";"whdload";"0";"Mickey Jeu de mémoire / Mickey";"MickeysMemoryChallenge";"617350";"M\MickeysMemoryChallenge\MickeysMemoryChallenge.Slave";"786432";"M\MickeysMemoryChallenge";"524288";"MickeysMemoryChallenge";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Microbes (c) 1992 Vision. You can download the";"1992 Vision";"whdload";"0";"Microbes";"Microbes";"304502";"M\Microbes\Microbes.Slave";"0";"M\Microbes";"524288";"Microbes";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"";"1993 Codemasters";"whdload";"0";"MicroMachines";"MicroMachines";"788322";"M\MicroMachines\MicroMachines.slave";"0";"M\MicroMachines";"524288";"MicroMachines";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Microprose Golf ? 1991 Microprose.";"1991 Microprose";"whdload";"0";"Microprose Golf";"MicroProseGolf";"2331775";"M\MicroProseGolf\MicroProseGolf.slave";"786432";"M\MicroProseGolf";"524288";"MicroProseGolf";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Microprose Soccer ? 1989 Microprose.";"1989 Microprose";"whdload";"0";"Microprose Soccer";"MicroProseSoccer";"923770";"M\MicroProseSoccer\MicroProseSoccer.Slave";"0";"M\MicroProseSoccer";"524288";"MicroProseSoccer";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Midnight Resistance ??? 1990 Ocean.";"1990 Ocean/Special FX";"whdload";"0";"Midnight Resistance";"MidnightResistance";"1047924";"M\MidnightResistance\MidnightResistance.Slave";"0";"M\MidnightResistance";"524288";"MidnightResistance";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero";"Midwinter ? 1990 Rainbird";"1990 Rainbird";"whdload";"0";"Midwinter";"Midwinter";"1315036";"M\Midwinter\Midwinter.Slave";"0";"M\Midwinter";"528384";"Midwinter";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, NoDivZero, EmulPriv";"Midwinter II ? 1991 Maelstrom Games.";"1991 Maelstrom Games";"whdload";"0";"Midwinter 2 - Flames of Freedom";"Midwinter2";"3928614";"M\Midwinter2\Midwinter2.Slave";"786432";"M\Midwinter2";"655360";"Midwinter2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"MiG-29 Fulcrum ? 1991 Domark.";"1991 Domark";"whdload";"0";"MiG-29 Fulcrum";"MiG29Fulcrum";"818727";"M\MiG29Fulcrum\MiG29Fulcrum.Slave";"786432";"M\MiG29Fulcrum";"524288";"MiG29Fulcrum";"OCS/ECS";"";"";"";"";"";"A-Games"
